###,,,,,,,,,,,,,,,,
###,,,,,,,,,,,,,,,,
###,,,,,,,,,,,,,,,,
# HE counts rate ,,,,,,,,,,,,,,,,
# for MAXI J1820+070 ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
# The uncertainties in count rates are quoted at 1-sigma confidence level,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
# This file is used to plot the HE light curve in Figure 1.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,s
,,,,,,,,,,,,,,,,
####,,,,,,,,,,,,,,,,
####,,,,,,,,,,,,,,,,
date(MJD),err(MJD),counts rate(photons/s),err(photons/s),,,,,,,,,,,,,
58191.8836,0.04145833,656.877257,0.7662544,,,,,,,,,,,,,
58192.0918,0.04608796,698.840753,0.62109495,,,,,,,,,,,,,
58192.1919,0.01221644,699.985002,1.0004269,,,,,,,,,,,,,
58192.3854,0.01766204,773.976108,1.15583707,,,,,,,,,,,,,
58193.5121,0.08402778,1128.1251,0.58400114,,,,,,,,,,,,,
58193.6708,0.04117477,1154.69722,0.73249454,,,,,,,,,,,,,
58193.8047,0.04195602,1215.76493,0.72359947,,,,,,,,,,,,,
58194.0786,0.04791667,1285.08347,0.71205074,,,,,,,,,,,,,
58194.182,0.01074074,1324.07558,2.14906098,,,,,,,,,,,,,
58194.373,0.01859375,1418.90267,1.3549851,,,,,,,,,,,,,
58194.473,0.05123264,1442.35012,0.78875595,,,,,,,,,,,,,
58194.6065,0.0503125,1501.63803,0.78227138,,,,,,,,,,,,,
58194.7312,0.04150463,1564.88275,0.8145897,,,,,,,,,,,,,
58194.8313,0.00891204,1580.34923,1.15832063,,,,,,,,,,,,,
58195.0084,0.04613426,1671.47354,1.07430982,,,,,,,,,,,,,
58195.1395,0.0476331,1706.63307,1.07308758,,,,,,,,,,,,,
58195.3183,0.00143519,1906.43164,6.58609848,,,,,,,,,,,,,
58195.4004,0.051875,1794.17994,0.92727906,,,,,,,,,,,,,
58195.5338,0.05108796,1811.49755,0.83065745,,,,,,,,,,,,,
58197.0606,0.08573495,2138.5883,0.8262799,,,,,,,,,,,,,
58197.3615,0.05141204,2205.59802,0.77595129,,,,,,,,,,,,,
58197.5218,0.03436343,2177.82307,0.85126801,,,,,,,,,,,,,
58199.5435,0.05109954,2300.35358,0.69023261,,,,,,,,,,,,,
58199.7081,0.01405671,2323.69975,0.94596237,,,,,,,,,,,,,
58199.8598,0.00285301,2310.14095,3.62044721,,,,,,,,,,,,,
58199.976,0.0821412,2301.36191,0.80264006,,,,,,,,,,,,,
58200.0794,0.05262153,2303.92132,1.7153879,,,,,,,,,,,,,
58200.2232,0.0503588,2273.27677,4.57942593,,,,,,,,,,,,,
58200.3428,0.01755787,2285.19964,0.74461002,,,,,,,,,,,,,
58200.5049,0.04954861,2284.65845,0.83456747,,,,,,,,,,,,,
58200.6353,0.05105903,2304.36721,0.91927097,,,,,,,,,,,,,
58200.7352,0.08422454,2339.84825,1.34900816,,,,,,,,,,,,,
58200.9059,0.04946181,2300.66582,1.00594563,,,,,,,,,,,,,
58201.037,0.05039931,2278.09997,0.97280704,,,,,,,,,,,,,
58201.4016,0.01458333,2288.51676,0.71155298,,,,,,,,,,,,,
58201.5626,0.05219329,2282.40591,0.96943566,,,,,,,,,,,,,
58201.6962,0.00280671,2301.23911,0.98238922,,,,,,,,,,,,,
58201.8643,0.04901042,2301.78001,1.94156715,,,,,,,,,,,,,
58201.9641,0.05265625,2279.86485,0.76080833,,,,,,,,,,,,,
58202.0786,0.05221644,2319.07054,5.14544259,,,,,,,,,,,,,
58202.2325,0.04936921,2236.03965,1.0218146,,,,,,,,,,,,,
58202.3615,0.01633102,2272.50631,0.84415577,,,,,,,,,,,,,
58202.4937,0.05145833,2274.54165,0.90490351,,,,,,,,,,,,,
58202.6234,0.01883681,2297.31418,1.17374912,,,,,,,,,,,,,
58202.7241,0.01700231,2278.72598,1.64754547,,,,,,,,,,,,,
58202.8932,0.05263889,2281.83341,0.77677431,,,,,,,,,,,,,
58202.9921,0.05263889,2236.55012,1.04100473,,,,,,,,,,,,,
58203.1928,0.04912037,2236.94558,1.26982495,,,,,,,,,,,,,
58203.2898,0.07971644,2256.50438,0.83955081,,,,,,,,,,,,,
58203.4224,0.05207176,2226.15798,0.81539526,,,,,,,,,,,,,
58204.4784,0.11407986,2170.61313,0.62574741,,,,,,,,,,,,,
58205.5057,0.08040509,2150.95019,0.77271516,,,,,,,,,,,,,
58206.9362,0.05226273,2100.99367,0.82377051,,,,,,,,,,,,,
58207.7983,0.05244213,2117.28858,0.7881943,,,,,,,,,,,,,
58208.8912,0.01832755,2035.87265,1.01637988,,,,,,,,,,,,,
58209.8851,0.01774306,2050.58051,1.06073547,,,,,,,,,,,,,
58210.1159,0.04976273,2057.2396,0.8741081,,,,,,,,,,,,,
58210.2566,0.04157407,2045.8928,0.91113929,,,,,,,,,,,,,
58210.3786,0.04719907,2039.48916,1.00380578,,,,,,,,,,,,,
58210.5428,0.07884259,2052.67505,1.36546665,,,,,,,,,,,,,
58212.0804,0.07210069,2033.74501,0.84913777,,,,,,,,,,,,,
58212.2433,0.04145833,2036.60757,0.91870264,,,,,,,,,,,,,
58212.3658,0.04586227,2022.87644,1.20431972,,,,,,,,,,,,,
58212.4968,0.04428819,2048.93691,1.8471732,,,,,,,,,,,,,
58213.9344,0.07195602,2051.37351,1.33006981,,,,,,,,,,,,,
58214.1307,0.07484954,2024.56933,0.73800065,,,,,,,,,,,,,
58214.7279,0.07563657,2003.32055,0.65037701,,,,,,,,,,,,,
58215.0248,0.04145255,2025.10358,0.91956267,,,,,,,,,,,,,
58215.1572,0.04160301,2029.32909,0.91362732,,,,,,,,,,,,,
58216.6557,0.07109954,2010.20777,0.7618024,,,,,,,,,,,,,
58216.78,0.01001736,2015.06823,1.18719933,,,,,,,,,,,,,
58216.9151,0.00207755,2136.31181,8.68654498,,,,,,,,,,,,,
58217.5112,0.07096065,2013.53615,1.78240352,,,,,,,,,,,,,
58217.675,0.04453125,2003.74396,0.76942446,,,,,,,,,,,,,
58217.7736,0.00960069,2010.23661,1.24572381,,,,,,,,,,,,,
58218.6998,0.07653356,1967.8219,0.67283481,,,,,,,,,,,,,
58218.8992,0.00675926,1962.56688,1.7445587,,,,,,,,,,,,,
58218.9983,0.04146412,1971.15847,0.89923378,,,,,,,,,,,,,
58219.9586,0.07458912,1949.38867,0.75185093,,,,,,,,,,,,,
58220.124,0.04123264,1932.91241,0.9118051,,,,,,,,,,,,,
58220.2228,0.00497685,1934.7801,1.63073532,,,,,,,,,,,,,
58220.687,0.01048611,1914.76198,1.12497679,,,,,,,,,,,,,
58220.9188,0.04144676,1819.96404,0.88334482,,,,,,,,,,,,,
58221.0881,0.0046875,1936.50193,1.68396642,,,,,,,,,,,,,
58222.5496,0.07109375,1907.6653,0.7477695,,,,,,,,,,,,,
58222.6739,0.01002315,1905.84339,1.16382555,,,,,,,,,,,,,
58222.809,0.00206597,2059.29392,9.81844638,,,,,,,,,,,,,
58223.1349,0.07168981,1911.12349,0.82916918,,,,,,,,,,,,,
58223.3009,0.03445023,1926.059,3.15025965,,,,,,,,,,,,,
58223.4015,0.00158565,1955.11377,4.83942331,,,,,,,,,,,,,
58224.2945,0.03446181,1883.07864,2.92663554,,,,,,,,,,,,,
58224.5001,0.04173611,1886.08543,0.86709081,,,,,,,,,,,,,
58224.595,0.01131944,1917.26973,1.08346336,,,,,,,,,,,,,
58225.2881,0.03446759,1877.42245,2.58877511,,,,,,,,,,,,,
58225.4922,0.04359954,1881.0614,0.81971385,,,,,,,,,,,,,
58225.5879,0.01085648,1868.65739,1.09814206,,,,,,,,,,,,,
58226.7725,0.03427662,1853.39977,1.20206257,,,,,,,,,,,,,
58226.8788,0.04163194,1844.51747,0.86742895,,,,,,,,,,,,,
58226.9784,0.00822917,1850.03065,1.25107584,,,,,,,,,,,,,
58227.7664,0.03483796,1821.66397,1.12405677,,,,,,,,,,,,,
58227.8822,0.05160301,1836.41541,0.84356948,,,,,,,,,,,,,
58227.9819,0.01820023,1828.22034,1.24328677,,,,,,,,,,,,,
58228.749,0.04677662,1831.23519,1.07999779,,,,,,,,,,,,,
58228.8762,0.05220486,1826.46511,0.81606226,,,,,,,,,,,,,
58228.9759,0.01874421,1795.23895,1.20129691,,,,,,,,,,,,,
58229.8395,0.08446181,1793.05715,0.66219683,,,,,,,,,,,,,
58230.8992,0.05295139,1770.62442,0.65413771,,,,,,,,,,,,,
58231.0643,0.03446759,1775.67227,1.11643335,,,,,,,,,,,,,
58231.1653,0.07215278,1785.91051,3.06621496,,,,,,,,,,,,,
58231.8944,0.08657986,1748.8503,0.6552794,,,,,,,,,,,,,
58232.0586,0.0387963,1763.99435,1.06525938,,,,,,,,,,,,,
58232.1756,0.08571759,1736.61389,2.16980319,,,,,,,,,,,,,
58233.6976,0.08350694,1720.90974,0.72687397,,,,,,,,,,,,,
58233.8821,0.08489005,1700.84715,0.62353721,,,,,,,,,,,,,
58235.4261,0.05237269,1660.24383,0.96844599,,,,,,,,,,,,,
58235.6738,0.01773727,1639.94486,0.66057399,,,,,,,,,,,,,
58236.6689,0.08501157,1598.37189,0.65779859,,,,,,,,,,,,,
58236.8667,0.0865625,1613.71564,0.6311322,,,,,,,,,,,,,
58238.0405,0.0401331,1610.41446,1.0568515,,,,,,,,,,,,,
58238.2262,0.02088542,1582.20113,1.24054362,,,,,,,,,,,,,
58238.3075,0.03843171,1569.0529,0.86328794,,,,,,,,,,,,,
58239.2533,0.05600694,1531.06799,0.77458273,,,,,,,,,,,,,
58239.3518,0.02059606,1529.9312,1.2476161,,,,,,,,,,,,,
58239.5293,0.0100463,1547.69627,1.72017729,,,,,,,,,,,,,
58240.5533,0.04071181,1489.12379,0.95057706,,,,,,,,,,,,,
58240.7114,0.08457176,1500.76327,0.67486368,,,,,,,,,,,,,
58241.3043,0.05449074,1487.63043,0.97565937,,,,,,,,,,,,,
58241.5071,0.00110532,1470.73504,3.1489604,,,,,,,,,,,,,
58241.521,0.00280671,1477.31298,1.97133043,,,,,,,,,,,,,
58242.2199,0.06802083,1471.00369,0.76919194,,,,,,,,,,,,,
58242.3514,0.00056713,1507.64534,6.16080984,,,,,,,,,,,,,
58242.5078,0.00851273,1464.92293,1.64162327,,,,,,,,,,,,,
58243.5427,0.09876157,1435.82982,0.69221917,,,,,,,,,,,,,
58244.5607,0.07440394,1400.52554,0.69032543,,,,,,,,,,,,,
58245.5543,0.07442708,1377.70263,0.69008799,,,,,,,,,,,,,
58246.5479,0.07445602,1353.17405,0.68946706,,,,,,,,,,,,,
58246.7161,0.04117477,1358.10054,0.80314826,,,,,,,,,,,,,
58246.8163,0.00823495,1372.54012,1.09357437,,,,,,,,,,,,,
58247.6762,0.07465856,1329.97895,0.65302556,,,,,,,,,,,,,
58248.6697,0.07467593,1328.05091,0.65103264,,,,,,,,,,,,,
58250.3137,7.52E-05,1368.37046,11.9480701,,,,,,,,,,,,,
58250.394,0.06685764,1299.99417,0.76200728,,,,,,,,,,,,,
58250.5219,0.00697917,1294.60872,1.16527973,,,,,,,,,,,,,
58251.0898,0.03946181,1287.14047,0.8950681,,,,,,,,,,,,,
58252.6436,0.07478588,1281.96761,0.63185987,,,,,,,,,,,,,
58253.3026,0.00894676,1289.59754,1.58017227,,,,,,,,,,,,,
58254.6305,0.07486111,1260.6523,0.62119827,,,,,,,,,,,,,
58255.7238,0.04093171,1247.63764,0.86091131,,,,,,,,,,,,,
58255.9314,0.0446412,1245.46283,0.8547961,,,,,,,,,,,,,
58256.0302,0.01210648,1235.15636,1.12495176,,,,,,,,,,,,,
58256.7167,0.04144097,1234.1858,0.94519756,,,,,,,,,,,,,
58256.9245,0.04571759,1220.26199,0.79072202,,,,,,,,,,,,,
58257.0245,0.01196181,1215.72692,1.16999616,,,,,,,,,,,,,
58257.5458,0.07286458,1203.39331,0.64471653,,,,,,,,,,,,,
58257.7083,0.03971644,1211.10126,1.01367769,,,,,,,,,,,,,
58258.6726,0.00695023,1208.85236,1.13514991,,,,,,,,,,,,,
58258.9111,0.04755208,1197.57604,0.69369061,,,,,,,,,,,,,
58259.0145,0.01043981,1202.14336,1.87589594,,,,,,,,,,,,,
58259.2056,0.01817708,1181.87015,1.28216815,,,,,,,,,,,,,
58259.3055,0.05084491,1180.85251,0.72374181,,,,,,,,,,,,,
58259.439,0.04990162,1188.05498,0.72259798,,,,,,,,,,,,,
58259.5642,0.04147569,1176.73759,0.73509032,,,,,,,,,,,,,
58259.6642,0.00894097,1180.31843,1.02446133,,,,,,,,,,,,,
58260.2716,0.07903356,1170.67455,0.62702866,,,,,,,,,,,,,
58260.4329,0.05032986,1170.14648,0.70274835,,,,,,,,,,,,,
58260.5328,0.01673611,1184.27603,1.03744863,,,,,,,,,,,,,
58261.1689,0.04355903,1179.01611,0.84234314,,,,,,,,,,,,,
58261.2935,0.05154514,1172.24059,0.68683952,,,,,,,,,,,,,
58261.3937,0.01763889,1183.39282,0.95943776,,,,,,,,,,,,,
58263.2505,0.08339699,1153.51819,0.54208822,,,,,,,,,,,,,
58263.4147,0.05178241,1143.54874,0.64915008,,,,,,,,,,,,,
58263.5137,0.01757523,1155.50492,0.9803491,,,,,,,,,,,,,
58265.8696,0.05005208,1094.73898,0.72058995,,,,,,,,,,,,,
58266.8654,0.04874421,1081.4574,0.82052534,,,,,,,,,,,,,
58267.7623,0.08022569,1064.13233,0.4900719,,,,,,,,,,,,,
58268.7873,0.04976273,1031.86634,0.56393422,,,,,,,,,,,,,
58269.784,0.04758681,1015.90105,0.61044805,,,,,,,,,,,,,
58269.9955,0.00107639,1054.3451,2.75859078,,,,,,,,,,,,,
58270.7786,0.04745949,1014.72872,0.64641645,,,,,,,,,,,,,
58271.0035,0.05248264,1024.95714,1.08134625,,,,,,,,,,,,,
58271.7772,0.04296875,987.233483,0.70299572,,,,,,,,,,,,,
58271.9776,0.04052662,998.549215,0.85738012,,,,,,,,,,,,,
58272.0821,0.03464699,988.639689,0.93546624,,,,,,,,,,,,,
58272.7698,0.04219907,982.284307,0.78359199,,,,,,,,,,,,,
58272.9622,0.04925926,978.915804,0.72073181,,,,,,,,,,,,,
58273.0759,0.03445023,969.012982,0.87275908,,,,,,,,,,,,,
58273.9372,0.03391204,943.166467,0.86272313,,,,,,,,,,,,,
58274.9148,0.0170544,929.151194,0.85126672,,,,,,,,,,,,,
58274.981,0.01703125,928.826882,0.93167219,,,,,,,,,,,,,
58275.6885,0.03987847,900.241697,0.60574614,,,,,,,,,,,,,
58275.8935,0.00140625,895.967472,2.30134915,,,,,,,,,,,,,
58276.8658,0.02102431,876.191888,1.90718141,,,,,,,,,,,,,
58280.3435,0.01056713,752.872772,1.82645803,,,,,,,,,,,,,
58280.5369,0.07124421,752.793948,0.53481638,,,,,,,,,,,,,
58283.004,0.0724537,659.752646,0.52017692,,,,,,,,,,,,,
58283.1651,0.03452546,648.976705,1.14696355,,,,,,,,,,,,,
58283.2663,0.00072338,640.069227,2.84308073,,,,,,,,,,,,,
58286.0473,0.06554977,599.32279,0.73821634,,,,,,,,,,,,,
58286.2133,0.03446181,590.095101,1.49642065,,,,,,,,,,,,,
58286.3723,0.00068866,584.981284,2.85061458,,,,,,,,,,,,,
58288.9042,0.06604745,598.347651,0.60111173,,,,,,,,,,,,,
58290.811,0.06899306,624.030807,0.5425954,,,,,,,,,,,,,
58292.3094,0.04406829,660.140543,0.52229051,,,,,,,,,,,,,
58292.406,0.01039931,665.865952,0.75576951,,,,,,,,,,,,,
58293.6103,0.05365741,698.126603,0.65659034,,,,,,,,,,,,,
58295.8629,0.05094329,810.821882,0.85849475,,,,,,,,,,,,,
58295.9965,0.05162037,805.497824,1.45037613,,,,,,,,,,,,,
58297.3084,0.00864005,862.32068,0.90003566,,,,,,,,,,,,,
58297.5187,0.02005787,869.575519,0.79401206,,,,,,,,,,,,,
58297.6182,0.05322917,877.742497,0.57745921,,,,,,,,,,,,,
58297.7508,0.05324074,869.778919,0.59629348,,,,,,,,,,,,,
58297.8838,0.0529456,875.082297,0.80857729,,,,,,,,,,,,,
58298.0008,0.03445602,893.731541,1.71743734,,,,,,,,,,,,,
58300.9298,0.0183912,1008.48775,1.22892822,,,,,,,,,,,,,
58301.118,0.03748843,1001.59589,0.79702026,,,,,,,,,,,,,
58305.988,0.00048032,369.167767,2.9322428,,,,,,,,,,,,,
58306.07,0.0566956,341.499998,0.45395937,,,,,,,,,,,,,
58306.1719,0.01826389,333.241378,1.08801842,,,,,,,,,,,,,
